Unique_Key,Local_ID,Lane_Path,Final_Lane,Count,Mean_Dist,Min_Dist,Max_Dist,Mean_Radar_Vel,Mean_Track_Vel,Mean_Score
1(IN2),1,IN2,IN2,144,44.41759551841637,-1.0,102.45933274847977,25.226688313248136,23.2068932610247,61.319954698738556
1(IN2->IN3),1,IN2->IN3,IN3,24,23.929404191316355,-1.0,75.86153681161866,32.25973628117488,32.31657345394461,46.13948751713581
1(IN3),1,IN3,IN3,72,23.03553316804002,-1.0,65.68499354447368,35.126067316532136,35.018722041361684,25.203708420503077
1(OUT1),1,OUT1,OUT1,520,48.63380886238084,-1.0,102.69062311021263,21.790200569629672,4.917592511706736,40.066150595481474
1(OUT2),1,OUT2,OUT2,79,53.905909976459576,-1.0,103.15319016633525,31.04720762992392,27.87582065655279,57.12819183479294
1(OUT3),1,OUT3,OUT3,74,43.364945767424686,-1.0,97.60234794025637,40.43985377389031,31.270838059943678,28.275348031967418
10(IN2),10,IN2,IN2,32,21.263118595393802,-1.0,101.76547872012046,40.06174850463867,9.458111661672591,76.8957875818248
10(OUT3),10,OUT3,OUT3,27,38.616556745419395,-1.0,53.81235540840755,21.02257763998849,18.26302056462826,78.80549495106882
2(IN2),2,IN2,IN2,143,40.100488789213685,-1.0,78.3285817059081,18.547688830029834,18.00940834113321,58.65145863859079
2(IN3),2,IN3,IN3,28,52.281464990291305,36.23468058156771,63.3721370782124,45.38174167360579,33.556952287108075,28.94509727837769
2(OUT1),2,OUT1,OUT1,588,55.82644193608109,-1.0,80.79562448940442,15.559697556495665,3.7357544265602933,67.06256377220615
2(OUT2),2,OUT2,OUT2,5,-1.0,-1.0,-1.0,,0.0,79.84
2(OUT3),2,OUT3,OUT3,18,53.77026774788255,-1.0,98.06491782297842,45.66562643051148,26.865275644225104,55.73183667419298
3(IN2),3,IN2,IN2,7,29.41823100843061,-1.0,52.73302155085552,18.282147789001467,18.282147789001467,16.176900692830838
3(IN3),3,IN3,IN3,196,62.21183245317313,-1.0,103.15319055756089,36.678717682467905,29.43128003258439,41.562443348371005
3(OUT1),3,OUT1,OUT1,563,44.86774392650699,-1.0,57.35872462120217,10.001200985552659,1.7299587851765066,63.4086236109182
3(OUT2),3,OUT2,OUT2,62,52.81757744018608,41.78552189104934,67.99784277410896,22.721914982026625,22.741616729849827,55.553264753200274
3(OUT3),3,OUT3,OUT3,123,55.504221120484296,-1.0,80.02467109300886,26.542582767888117,26.55378543937811,52.07683313160713
4(IN2),4,IN2,IN2,77,48.98071384656177,-1.0,80.71853155248576,25.89850556633689,15.731724319829526,14.524628194726521
4(IN3),4,IN3,IN3,3,-1.0,-1.0,-1.0,,0.0,79.84
4(OUT1),4,OUT1,OUT1,488,41.180972184888255,-1.0,70.46488699470395,11.58929193019867,0.6607507800856617,39.458134727164364
4(OUT2),4,OUT2,OUT2,1,-1.0,-1.0,-1.0,,0.0,79.84
4(OUT3),4,OUT3,OUT3,168,57.900466166133896,-1.0,101.7654789309886,28.454970926284794,26.502126974819177,62.67485596343615
5(IN2),5,IN2,IN2,143,33.650756488348435,-1.0,101.30291316877012,44.816769414873264,40.23530231411615,56.770838037515404
5(IN3),5,IN3,IN3,119,41.686410827253056,-1.0,86.96322238294292,32.90882359700031,31.040347426200764,49.36715932332223
5(OUT1),5,OUT1,OUT1,24,-1.0,-1.0,-1.0,,0.0,79.84
5(OUT3),5,OUT3,OUT3,170,52.997274219820696,-1.0,90.20122442438911,31.16186108458532,28.15242072193369,47.12469780745057
6(IN2),6,IN2,IN2,137,46.67553551674602,-1.0,102.22804838706048,51.23730407183683,38.39127264822983,55.362047180820554
6(IN3),6,IN3,IN3,163,21.859545629325094,-1.0,100.84034987843367,34.11273096988076,32.3665516926928,53.59135777792182
6(OUT1),6,OUT1,OUT1,7,6.808308293717604,-1.0,53.65815805602323,130.3596633911133,0.0,79.84
6(OUT3),6,OUT3,OUT3,224,57.160536127757105,-1.0,102.22805079584663,28.962430015854213,28.22410721109797,56.4618164165904
7(IN2),7,IN2,IN2,122,43.315052148957385,-1.0,100.68614572419709,49.08079385085845,46.6159743727344,34.09100410997508
7(IN3),7,IN3,IN3,175,37.41284502616138,-1.0,103.15318672959799,37.13593044686825,32.28641324012015,47.28485605798874
7(OUT3),7,OUT3,OUT3,158,55.261241052647875,-1.0,88.35093701322734,29.490995833298257,28.292698352921157,52.67950929115031
8(IN2),8,IN2,IN2,179,45.63381652327473,-1.0,102.69061571110771,41.94921912106601,31.589013543752415,54.388823627526165
8(OUT3),8,OUT3,OUT3,197,41.42558790462443,-1.0,103.15319212932972,27.17081373114335,25.124481783522292,77.6062683192372
9(IN2),9,IN2,IN2,157,12.28788466913055,-1.0,81.8749565641388,43.892058312892914,17.9951226107354,69.71976069010242
9(OUT3),9,OUT3,OUT3,56,52.949282628260846,-1.0,68.46040869646214,24.73114192890671,24.360548167213786,52.96521770806487
