Time,Global_ID,Local_ID,Lane_Path,Final_Lane,Unique_Key,Radar_Dist,Radar_Vel,Track_Vel,Score,BBox_W,BBox_H,Ref_U,Ref_V,Proj_U,Proj_V,Delta_U,Delta_V,Pixel_Error,RU,RV,Is_Matched
1771833218.664817,0,2,OUT1,OUT1,2(OUT1),57.050347299860896,,0.0,67.72657833758113,161.0,117.0,1134.0,769.0,,,,,,,,0
1771833218.7099771,35,4,OUT1,OUT1,4(OUT1),39.472670036143384,7.471834373474121,7.787450517996224,37.13867562453516,238.0,207.0,1277.0,983.0,1306.0,857.0,29.0,-126.0,129.29423807734048,0.12184873949579832,-0.6086956521739131,1
1771833218.7099771,32,3,IN3,IN3,3(IN3),95.05820834931333,34.81556739807129,34.658730357088345,51.504675742554156,93.0,71.0,765.0,612.0,729.0,633.0,-36.0,21.0,41.677331968349414,-0.3870967741935484,0.29577464788732394,1
1771833218.7099771,19,3,OUT1,OUT1,3(OUT1),57.05034437248253,,7.533971505315085,63.16044703751224,174.0,133.0,1161.0,853.0,,,,,,,,0
1771833218.7099771,13,1,IN2,IN2,1(IN2),52.57883040163716,28.138611030578613,29.93968595891735,49.45934026008131,172.0,158.0,673.0,833.0,611.0,826.0,-62.0,-7.0,62.39390995922599,-0.36046511627906974,-0.04430379746835443,1
1771833218.7099771,11,1,OUT1,OUT1,1(OUT1),56.896157209854955,,9.529682819083247,35.29994490946548,118.0,88.0,1071.0,671.0,,,,,,,,0
1771833218.7099771,7,2,IN2,IN2,2(IN2),-1.0,,18.29610491121485,45.97262510464426,216.0,175.0,429.0,963.0,,,,,,,,0
1771833218.7099771,0,2,OUT1,OUT1,2(OUT1),57.0503458364648,,0.0,67.72657833758113,160.0,115.0,1135.0,767.0,,,,,,,,0
1771833218.757295,35,4,OUT1,OUT1,4(OUT1),40.70619252214581,7.312858772277832,7.631821559381668,37.36877728465929,238.0,207.0,1276.0,983.0,,,,,,,,0
1771833218.757295,32,3,IN3,IN3,3(IN3),94.36435594951212,34.97454299926758,34.76233392053217,51.01786417419065,95.0,73.0,763.0,615.0,700.0,634.0,-63.0,19.0,65.80273550544841,-0.6631578947368421,0.2602739726027397,1
1771833218.757295,19,3,OUT1,OUT1,3(OUT1),57.05034463522198,,7.533971505315085,63.16044703751224,172.0,132.0,1160.0,852.0,,,,,,,,0
1771833218.757295,13,1,IN2,IN2,1(IN2),80.3330570882908,34.97454299926758,30.50749887853405,49.101981512361874,173.0,159.0,674.0,836.0,614.0,878.0,-60.0,42.0,73.23933369440222,-0.3468208092485549,0.2641509433962264,1
1771833218.757295,11,1,OUT1,OUT1,1(OUT1),102.69062311021263,10.810313415527345,10.076104090112144,35.24959224106205,117.0,88.0,1070.0,671.0,,,,,,,,0
1771833218.757295,7,2,IN2,IN2,2(IN2),-1.0,,18.29610491121485,45.97262510464426,217.0,175.0,427.0,965.0,,,,,,,,0
1771833218.757295,0,2,OUT1,OUT1,2(OUT1),57.20453659686448,,0.0,67.72657833758113,160.0,115.0,1135.0,768.0,,,,,,,,0
1771833218.8042204,35,4,OUT1,OUT1,4(OUT1),-1.0,,7.631821559381668,37.29403973008997,238.0,209.0,1276.0,983.0,,,,,,,,0
1771833218.8042204,32,3,IN3,IN3,3(IN3),93.43921524701865,35.133518600463866,34.88407556330653,50.5157336022308,98.0,74.0,762.0,617.0,714.0,633.0,-48.0,16.0,50.59644256269407,-0.4897959183673469,0.21621621621621623,1
1771833218.8042204,19,3,OUT1,OUT1,3(OUT1),57.05034463522198,,7.533971505315085,63.16044703751224,170.0,133.0,1159.0,852.0,,,,,,,,0
1771833218.8042204,13,1,IN2,IN2,1(IN2),52.42464144198993,28.615536117553713,30.672378566743664,48.80934759104615,175.0,158.0,675.0,837.0,690.0,888.0,15.0,51.0,53.16013544000805,0.08571428571428572,0.3227848101265823,1
1771833218.8042204,11,1,OUT1,OUT1,1(OUT1),56.896157209854955,,10.076104090112144,35.17909305657992,118.0,87.0,1071.0,671.0,,,,,,,,0
1771833218.8042204,7,2,IN2,IN2,2(IN2),-1.0,,18.29610491121485,45.97262510464426,218.0,176.0,426.0,968.0,,,,,,,,0
1771833218.8042204,0,2,OUT1,OUT1,2(OUT1),57.20453659686448,,0.0,67.72657833758113,160.0,114.0,1135.0,765.0,,,,,,,,0
1771833218.8520048,35,4,OUT1,OUT1,4(OUT1),40.243621091544355,6.835933685302734,7.318898286750651,37.61512054623986,238.0,209.0,1276.0,982.0,1264.0,878.0,-12.0,-104.0,104.6900186264192,-0.05042016806722689,-0.49760765550239233,1
1771833218.8520048,32,3,IN3,IN3,3(IN3),92.97664373192455,35.133518600463866,34.96588004671781,50.03204905869028,99.0,75.0,761.0,618.0,722.0,633.0,-39.0,15.0,41.78516483155236,-0.3939393939393939,0.2,1
1771833218.8520048,19,3,OUT1,OUT1,3(OUT1),57.204534478141966,,7.533971505315085,63.16044703751224,169.0,132.0,1158.0,851.0,,,,,,,,0
1771833218.8520048,13,1,IN2,IN2,1(IN2),51.80788016188337,28.615536117553713,30.098966625215343,48.576718040064556,175.0,159.0,677.0,839.0,644.0,865.0,-33.0,26.0,42.01190307520001,-0.18857142857142858,0.16352201257861634,1
1771833218.8520048,11,1,OUT1,OUT1,1(OUT1),57.12744418851376,,10.076104090112144,35.17909305657992,119.0,87.0,1071.0,671.0,,,,,,,,0
1771833218.8520048,7,2,IN2,IN2,2(IN2),-1.0,,18.29610491121485,45.97262510464426,218.0,176.0,425.0,970.0,,,,,,,,0
1771833218.8520048,0,2,OUT1,OUT1,2(OUT1),57.050346881264765,,0.0,67.72657833758113,160.0,113.0,1135.0,765.0,,,,,,,,0
1771833218.8887093,35,4,OUT1,OUT1,4(OUT1),40.243621091544355,6.835933685302734,7.146886783883968,37.917048400276194,239.0,209.0,1274.0,980.0,1264.0,878.0,-10.0,-102.0,102.48902380255166,-0.04184100418410042,-0.4880382775119617,1
1771833218.8887093,32,3,IN3,IN3,3(IN3),92.97664373192455,35.133518600463866,35.02085438686339,49.48937044384244,101.0,76.0,761.0,620.0,722.0,633.0,-39.0,13.0,41.10960958218893,-0.38613861386138615,0.17105263157894737,1
1771833218.8887093,19,3,OUT1,OUT1,3(OUT1),57.204534478141966,,7.533971505315085,63.16044703751224,167.0,132.0,1156.0,851.0,,,,,,,,0
1771833218.8887093,13,1,IN2,IN2,1(IN2),51.80788016188337,28.615536117553713,29.658512142183117,48.373761399314006,176.0,160.0,679.0,843.0,644.0,865.0,-35.0,22.0,41.340053217188775,-0.19886363636363635,0.1375,1
1771833218.8887093,11,1,OUT1,OUT1,1(OUT1),57.12744418851376,,10.076104090112144,35.17909305657992,119.0,88.0,1072.0,672.0,,,,,,,,0
1771833218.8887093,7,2,IN2,IN2,2(IN2),-1.0,,18.29610491121485,45.97262510464426,220.0,176.0,423.0,972.0,,,,,,,,0
1771833218.8887093,0,2,OUT1,OUT1,2(OUT1),57.050346881264765,,0.0,67.72657833758113,160.0,112.0,1135.0,763.0,,,,,,,,0
1771833218.9358773,35,4,OUT1,OUT1,4(OUT1),39.935241347456746,6.517983341217041,6.932784184915084,38.198936004033825,237.0,209.0,1273.0,979.0,1264.0,850.0,-9.0,-129.0,129.31357237351384,-0.0379746835443038,-0.6172248803827751,1
1771833218.9358773,32,3,IN3,IN3,3(IN3),92.74535986277328,35.292494201660155,35.10993243493172,48.87791136984608,102.0,77.0,761.0,623.0,714.0,625.0,-47.0,2.0,47.042533945356304,-0.46078431372549017,0.025974025974025976,1
1771833218.9358773,19,3,OUT1,OUT1,3(OUT1),57.204534478141966,,7.533971505315085,63.16044703751224,166.0,132.0,1155.0,849.0,,,,,,,,0
1771833218.9358773,13,1,IN2,IN2,1(IN2),50.88274023674065,28.774511718750002,29.28355799818034,48.23144704291013,177.0,161.0,680.0,847.0,650.0,890.0,-30.0,43.0,52.43090691567332,-0.1694915254237288,0.2670807453416149,1
1771833218.9358773,11,1,OUT1,OUT1,1(OUT1),57.12744418851376,,10.076104090112144,35.17909305657992,119.0,88.0,1072.0,672.0,,,,,,,,0
1771833218.9358773,7,2,IN2,IN2,2(IN2),-1.0,,18.29610491121485,45.97262510464426,221.0,178.0,420.0,977.0,,,,,,,,0
1771833218.9358773,0,2,OUT1,OUT1,2(OUT1),57.204537730544224,,0.0,67.72657833758113,159.0,111.0,1134.0,763.0,,,,,,,,0
1771833218.971638,35,4,OUT1,OUT1,4(OUT1),40.24362125680921,6.359007740020752,6.741413720070163,38.438107087927186,238.0,208.0,1273.0,978.0,1264.0,865.0,-9.0,-113.0,113.35784048754634,-0.037815126050420166,-0.5432692307692307,1
1771833218.971638,32,3,IN3,IN3,3(IN3),92.51407906101126,35.451469802856444,35.22193075136141,48.375181854479706,103.0,79.0,760.0,626.0,729.0,641.0,-31.0,15.0,34.438350715445125,-0.30097087378640774,0.189873417721519,1
1771833218.971638,19,3,OUT1,OUT1,3(OUT1),56.896155408913124,,7.533971505315085,63.16044703751224,165.0,132.0,1153.0,849.0,,,,,,,,0
1771833218.971638,13,1,IN2,IN2,1(IN2),50.651452775987515,28.93348731994629,29.168580164449533,48.11797887713126,177.0,163.0,682.0,851.0,653.0,907.0,-29.0,56.0,63.06346010171025,-0.1638418079096045,0.34355828220858897,1
1771833218.971638,11,1,OUT1,OUT1,1(OUT1),57.12744418851376,,10.076104090112144,35.17909305657992,121.0,88.0,1072.0,672.0,,,,,,,,0
1771833218.971638,7,2,IN2,IN2,2(IN2),41.16876170534631,17.805222702026366,17.952328557291924,45.822416818077485,222.0,178.0,419.0,980.0,364.0,958.0,-55.0,-22.0,59.23681287847955,-0.24774774774774774,-0.12359550561797752,1
1771833218.971638,0,2,OUT1,OUT1,2(OUT1),57.20453757219724,,0.0,67.72657833758113,160.0,110.0,1135.0,762.0,,,,,,,,0
1771833219.013055,35,4,OUT1,OUT1,4(OUT1),-1.0,,6.741413720070163,38.36123087375133,238.0,208.0,1273.0,977.0,,,,,,,,0
1771833219.013055,32,3,IN3,IN3,3(IN3),92.05150370661144,35.451469802856444,35.297201813361426,47.92636537335731,103.0,79.0,759.0,627.0,705.0,633.0,-54.0,6.0,54.3323108288245,-0.5242718446601942,0.0759493670886076,1
1771833219.013055,19,3,OUT1,OUT1,3(OUT1),56.896155408913124,,7.533971505315085,63.16044703751224,164.0,132.0,1153.0,849.0,,,,,,,,0
1771833219.013055,13,1,IN2,IN2,1(IN2),-1.0,,29.168580164449533,48.021742919377,178.0,164.0,683.0,854.0,,,,,,,,0
1771833219.013055,11,1,OUT1,OUT1,1(OUT1),56.896157209854955,,10.076104090112144,35.17909305657992,121.0,88.0,1071.0,672.0,,,,,,,,0
1771833219.013055,7,2,IN2,IN2,2(IN2),41.168762758547594,17.805222702026366,17.884298117738968,45.671490124745546,223.0,179.0,417.0,983.0,365.0,989.0,-52.0,6.0,52.3450093132096,-0.23318385650224216,0.0335195530726257,1
1771833219.013055,0,2,OUT1,OUT1,2(OUT1),56.89615488547314,,0.0,67.72657833758113,159.0,109.0,1134.0,760.0,,,,,,,,0
1771833219.0564299,35,4,OUT1,OUT1,4(OUT1),40.24362129338882,5.882082223892212,6.401778012036762,38.69267787188865,237.0,207.0,1271.0,976.0,1196.0,941.0,-75.0,-35.0,82.76472678623425,-0.31645569620253167,-0.16908212560386474,1
1771833219.0564299,32,3,IN3,IN3,3(IN3),92.05150223096577,35.61044540405273,35.39992129959405,47.50777129696892,104.0,79.0,761.0,629.0,728.0,624.0,-33.0,-5.0,33.37663853655727,-0.3173076923076923,-0.06329113924050633,1
1771833219.0564299,19,3,OUT1,OUT1,3(OUT1),57.204536618550456,,7.533971505315085,63.16044703751224,165.0,132.0,1152.0,848.0,,,,,,,,0
1771833219.0564299,13,1,IN2,IN2,1(IN2),50.26598046257186,29.25143508911133,29.2011725162433,47.96121979884527,179.0,165.0,685.0,859.0,633.0,879.0,-52.0,20.0,55.71355310873648,-0.2905027932960894,0.12121212121212122,1
1771833219.0564299,11,1,OUT1,OUT1,1(OUT1),57.204538583365775,,10.076104090112144,35.17909305657992,121.0,89.0,1072.0,672.0,,,,,,,,0
1771833219.0564299,7,2,IN2,IN2,2(IN2),-1.0,,17.884298117738968,45.58014714449605,225.0,181.0,413.0,990.0,,,,,,,,0
1771833219.0564299,0,2,OUT1,OUT1,2(OUT1),57.204537510786565,,0.0,67.72657833758113,160.0,110.0,1134.0,762.0,,,,,,,,0
1771833219.0956836,35,4,OUT1,OUT1,4(OUT1),40.24362143144614,5.723107051849365,6.15948616183282,38.94283198767362,237.0,207.0,1270.0,974.0,1218.0,893.0,-52.0,-81.0,96.25487000666512,-0.21940928270042195,-0.391304347826087,1
1771833219.0956836,32,3,IN3,IN3,3(IN3),90.66379319059735,35.61044540405273,35.46895674083402,47.194822104319066,104.0,81.0,760.0,631.0,714.0,654.0,-46.0,23.0,51.42956348249516,-0.4423076923076923,0.2839506172839506,1
1771833219.0956836,19,3,OUT1,OUT1,3(OUT1),40.70618991647362,5.723107051849365,6.261334781788397,63.19027084929145,165.0,132.0,1151.0,847.0,1218.0,893.0,67.0,46.0,81.27115109311545,0.40606060606060607,0.3484848484848485,1
1771833219.0956836,13,1,IN2,IN2,1(IN2),49.49503011543311,29.410410690307618,29.275710879318,47.82416654309274,180.0,166.0,687.0,862.0,649.0,885.0,-38.0,23.0,44.41846462902562,-0.2111111111111111,0.13855421686746988,1
1771833219.0956836,11,1,OUT1,OUT1,1(OUT1),-1.0,,10.076104090112144,35.17909305657992,122.0,89.0,1073.0,672.0,,,,,,,,0
1771833219.0956836,7,2,IN2,IN2,2(IN2),-1.0,,17.884298117738968,45.58014714449605,226.0,182.0,411.0,994.0,,,,,,,,0
1771833219.0956836,0,2,OUT1,OUT1,2(OUT1),56.89615488547314,,0.0,67.72657833758113,159.0,109.0,1134.0,761.0,,,,,,,,0
1771833219.1281474,42,5,OUT1,OUT1,5(OUT1),-1.0,,0.0,79.84,81.0,60.0,1027.0,582.0,,,,,,,,0
1771833219.1281474,35,4,OUT1,OUT1,4(OUT1),40.24362143144614,5.723107051849365,6.010764555026704,39.17388308730596,236.0,207.0,1269.0,974.0,1218.0,893.0,-51.0,-81.0,95.71833680126291,-0.21610169491525424,-0.391304347826087,1
1771833219.1281474,32,3,IN3,IN3,3(IN3),90.66379319059735,35.61044540405273,35.51535393880299,46.97434649241132,105.0,81.0,759.0,632.0,714.0,654.0,-45.0,22.0,50.08991914547278,-0.42857142857142855,0.2716049382716049,1
1771833219.1281474,19,3,OUT1,OUT1,3(OUT1),40.70618991647362,5.723107051849365,6.012045168172393,63.15645813138241,166.0,133.0,1152.0,847.0,1218.0,893.0,66.0,46.0,80.44874144447506,0.39759036144578314,0.3458646616541353,1
1771833219.1281474,13,1,IN2,IN2,1(IN2),49.49503011543311,29.410410690307618,29.32157245596364,47.7064040523834,181.0,167.0,687.0,865.0,649.0,885.0,-38.0,20.0,42.941821107167776,-0.20994475138121546,0.11976047904191617,1
1771833219.1281474,11,1,OUT1,OUT1,1(OUT1),-1.0,,10.076104090112144,35.17909305657992,122.0,88.0,1073.0,671.0,,,,,,,,0
1771833219.1281474,7,2,IN2,IN2,2(IN2),-1.0,,17.884298117738968,45.58014714449605,227.0,183.0,409.0,996.0,,,,,,,,0
1771833219.1281474,0,2,OUT1,OUT1,2(OUT1),56.89615488547314,,0.0,67.72657833758113,160.0,110.0,1135.0,762.0,,,,,,,,0
1771833219.1660647,42,5,OUT1,OUT1,5(OUT1),-1.0,,0.0,79.84,82.0,60.0,1027.0,582.0,,,,,,,,0
1771833219.1660647,35,4,OUT1,OUT1,4(OUT1),40.39781168910926,5.564131879806519,5.861726639917322,39.36243538870359,236.0,206.0,1269.0,973.0,1237.0,892.0,-32.0,-81.0,87.09190547921202,-0.13559322033898305,-0.3932038834951456,1
1771833219.1660647,32,3,IN3,IN3,3(IN3),90.20122385579323,35.76942100524902,35.59866801973537,46.80711641732448,105.0,81.0,759.0,633.0,714.0,642.0,-45.0,9.0,45.89117562233506,-0.42857142857142855,0.1111111111111111,1
1771833219.1660647,19,3,OUT1,OUT1,3(OUT1),56.89615513856299,,6.012045168172393,63.030145215119646,165.0,132.0,1151.0,847.0,,,,,,,,0
1771833219.1660647,13,1,IN2,IN2,1(IN2),48.87826936768143,29.569386291503907,29.404229088445422,47.585651799231336,182.0,169.0,689.0,868.0,665.0,893.0,-24.0,25.0,34.655446902326915,-0.13186813186813187,0.14792899408284024,1
1771833219.1660647,11,1,OUT1,OUT1,1(OUT1),-1.0,,10.076104090112144,35.17909305657992,122.0,88.0,1073.0,671.0,,,,,,,,0
1771833219.1660647,7,2,IN2,IN2,2(IN2),-1.0,,17.884298117738968,45.58014714449605,229.0,184.0,408.0,998.0,,,,,,,,0
1771833219.1660647,0,2,OUT1,OUT1,2(OUT1),56.89615488547314,,0.0,67.72657833758113,160.0,110.0,1135.0,763.0,,,,,,,,0
1771833219.2090743,42,5,OUT1,OUT1,5(OUT1),-1.0,,0.0,79.84,85.0,61.0,1027.0,582.0,,,,,,,,0
1771833219.2090743,35,4,OUT1,OUT1,4(OUT1),40.70619112716904,5.405156707763672,5.710822011995012,39.53396971414826,237.0,206.0,1268.0,973.0,1220.0,879.0,-48.0,-94.0,105.54619841567009,-0.20253164556962025,-0.4563106796116505,1
1771833219.2090743,32,3,IN3,IN3,3(IN3),90.20122439510425,35.76942100524902,35.65466160891253,46.603898632552976,105.0,81.0,759.0,634.0,699.0,642.0,-60.0,8.0,60.530983801686226,-0.5714285714285714,0.09876543209876543,1
1771833219.2090743,19,3,OUT1,OUT1,3(OUT1),40.39781235182122,5.405156707763672,5.745499635058738,63.07879287039262,165.0,133.0,1151.0,847.0,1220.0,879.0,69.0,32.0,76.05918747922567,0.41818181818181815,0.24060150375939848,1
1771833219.2090743,13,1,IN2,IN2,1(IN2),90.20122975337193,35.76942100524902,29.92034332336974,47.3687285486083,183.0,169.0,690.0,872.0,651.0,886.0,-39.0,14.0,41.43669871020132,-0.21311475409836064,0.08284023668639054,1
1771833219.2090743,11,1,OUT1,OUT1,1(OUT1),-1.0,,10.076104090112144,35.17909305657992,121.0,88.0,1071.0,671.0,,,,,,,,0
1771833219.2090743,7,2,IN2,IN2,2(IN2),-1.0,,17.884298117738968,45.58014714449605,231.0,186.0,405.0,1003.0,,,,,,,,0
1771833219.2090743,0,2,OUT1,OUT1,2(OUT1),48.56988834645664,,0.0,67.72657833758113,159.0,111.0,1135.0,763.0,,,,,,,,0
1771833219.248929,42,5,OUT1,OUT1,5(OUT1),-1.0,,0.0,79.84,84.0,61.0,1027.0,582.0,,,,,,,,0
1771833219.248929,35,4,OUT1,OUT1,4(OUT1),40.860382281283556,5.0872063636779785,5.505594873691271,39.67601828569991,236.0,205.0,1268.0,972.0,1205.0,881.0,-63.0,-91.0,110.67971810589327,-0.2669491525423729,-0.44390243902439025,1
1771833219.248929,32,3,IN3,IN3,3(IN3),-1.0,,35.65466160891253,46.51069083528787,104.0,82.0,760.0,636.0,,,,,,,,0
1771833219.248929,19,3,OUT1,OUT1,3(OUT1),45.79446602980465,5.0872063636779785,5.498845426399457,63.01394189802822,165.0,133.0,1150.0,846.0,1205.0,881.0,55.0,35.0,65.19202405202648,0.3333333333333333,0.2631578947368421,1
1771833219.248929,13,1,IN2,IN2,1(IN2),48.56988917518489,29.887337493896485,30.398600502629993,47.21407882824249,185.0,170.0,691.0,875.0,671.0,894.0,-20.0,19.0,27.586228448267445,-0.10810810810810811,0.11176470588235295,1
1771833219.248929,11,1,OUT1,OUT1,1(OUT1),56.896157209854955,,10.076104090112144,35.17909305657992,122.0,88.0,1073.0,671.0,,,,,,,,0
1771833219.248929,7,2,IN2,IN2,2(IN2),-1.0,,17.884298117738968,45.58014714449605,232.0,188.0,404.0,1007.0,,,,,,,,0
1771833219.248929,0,2,OUT1,OUT1,2(OUT1),56.89615488547314,,0.0,67.72657833758113,159.0,110.0,1135.0,762.0,,,,,,,,0
1771833219.2840688,42,5,OUT1,OUT1,5(OUT1),-1.0,,0.0,79.84,82.0,60.0,1028.0,581.0,,,,,,,,0
1771833219.2840688,35,4,OUT1,OUT1,4(OUT1),40.860382281283556,5.0872063636779785,5.368175176940461,39.78964537775208,236.0,205.0,1267.0,972.0,1205.0,881.0,-62.0,-91.0,110.11357772772621,-0.2627118644067797,-0.44390243902439025,1
1771833219.2840688,32,3,IN3,IN3,3(IN3),-1.0,,35.65466160891253,46.51069083528787,105.0,85.0,759.0,640.0,,,,,,,,0
1771833219.2840688,19,3,OUT1,OUT1,3(OUT1),45.79446602980465,5.0872063636779785,5.355429753579496,62.952074249580875,165.0,134.0,1150.0,846.0,1205.0,881.0,55.0,35.0,65.19202405202648,0.3333333333333333,0.26119402985074625,1
1771833219.2840688,13,1,IN2,IN2,1(IN2),48.56988917518489,29.887337493896485,30.617397755864673,47.09642209646651,186.0,172.0,692.0,878.0,671.0,894.0,-21.0,16.0,26.40075756488817,-0.11290322580645161,0.09302325581395349,1
1771833219.2840688,11,1,OUT1,OUT1,1(OUT1),56.896157209854955,,10.076104090112144,35.17909305657992,122.0,87.0,1073.0,671.0,,,,,,,,0
1771833219.2840688,7,2,IN2,IN2,2(IN2),-1.0,,17.884298117738968,45.58014714449605,232.0,188.0,402.0,1009.0,,,,,,,,0
1771833219.2840688,0,2,OUT1,OUT1,2(OUT1),56.89615488547314,,0.0,67.72657833758113,159.0,110.0,1134.0,762.0,,,,,,,,0
1771833219.3210752,42,5,OUT1,OUT1,5(OUT1),-1.0,,0.0,79.84,80.0,60.0,1028.0,581.0,,,,,,,,0
1771833219.3210752,35,4,OUT1,OUT1,4(OUT1),-1.0,,5.368175176940461,39.71006608699658,234.0,204.0,1266.0,969.0,,,,,,,,0
1771833219.3210752,32,3,IN3,IN3,3(IN3),-1.0,,35.65466160891253,46.51069083528787,105.0,85.0,758.0,642.0,,,,,,,,0
1771833219.3210752,19,3,OUT1,OUT1,3(OUT1),56.89615511573095,,5.355429753579496,62.826170101081715,164.0,134.0,1150.0,846.0,,,,,,,,0
1771833219.3210752,13,1,IN2,IN2,1(IN2),48.33860349273594,29.887337493896485,30.377825537517623,46.98197418724791,186.0,174.0,693.0,881.0,652.0,908.0,-41.0,27.0,49.09175083453431,-0.22043010752688172,0.15517241379310345,1
1771833219.3210752,11,1,OUT1,OUT1,1(OUT1),56.896157209854955,,10.076104090112144,35.17909305657992,122.0,88.0,1074.0,671.0,,,,,,,,0
1771833219.3210752,7,2,IN2,IN2,2(IN2),-1.0,,17.884298117738968,45.58014714449605,233.0,189.0,400.0,1011.0,,,,,,,,0
1771833219.3210752,0,2,OUT1,OUT1,2(OUT1),56.89615488547314,,0.0,67.72657833758113,160.0,110.0,1134.0,762.0,,,,,,,,0
1771833219.3620656,42,5,OUT1,OUT1,5(OUT1),-1.0,,0.0,79.84,83.0,61.0,1028.0,582.0,,,,,,,,0
1771833219.3620656,35,4,OUT1,OUT1,4(OUT1),-1.0,,5.368175176940461,39.71006608699658,235.0,202.0,1265.0,965.0,,,,,,,,0
1771833219.3620656,32,3,IN3,IN3,3(IN3),-1.0,,35.65466160891253,46.51069083528787,104.0,85.0,760.0,642.0,,,,,,,,0
1771833219.3620656,19,3,OUT1,OUT1,3(OUT1),56.89615510991632,,5.355429753579496,62.826170101081715,164.0,134.0,1151.0,846.0,,,,,,,,0
1771833219.3620656,13,1,IN2,IN2,1(IN2),47.64474730524142,30.046313095092774,30.269080655011745,46.946926400365015,188.0,175.0,694.0,885.0,696.0,940.0,2.0,55.0,55.036351623268054,0.010638297872340425,0.3142857142857143,1
1771833219.3620656,11,1,OUT1,OUT1,1(OUT1),56.896157209854955,,10.016017001646004,35.17909305657992,121.0,87.0,1071.0,671.0,,,,,,,,0
1771833219.3620656,7,2,IN2,IN2,2(IN2),-1.0,,17.884298117738968,45.58014714449605,234.0,191.0,398.0,1015.0,,,,,,,,0
1771833219.3620656,0,2,OUT1,OUT1,2(OUT1),56.896156064823714,,0.0,67.72657833758113,160.0,110.0,1134.0,763.0,,,,,,,,0
1771833219.4005368,42,5,OUT1,OUT1,5(OUT1),-1.0,,0.0,79.84,83.0,62.0,1028.0,583.0,,,,,,,,0
1771833219.4005368,35,4,OUT1,OUT1,4(OUT1),42.864853646394295,,5.368175176940461,39.71006608699658,234.0,200.0,1265.0,963.0,,,,,,,,0
1771833219.4005368,32,3,IN3,IN3,3(IN3),87.88837083358418,36.08736877441407,35.88402144755833,46.31819538925547,104.0,86.0,761.0,644.0,704.0,643.0,-57.0,-1.0,57.0087712549569,-0.5480769230769231,-0.011627906976744186,1
1771833219.4005368,19,3,OUT1,OUT1,3(OUT1),56.89615513856299,,5.355429753579496,62.826170101081715,164.0,134.0,1150.0,846.0,,,,,,,,0
1771833219.4005368,13,1,IN2,IN2,1(IN2),46.95089401623251,30.12580089569092,30.22208933852666,46.92652114021622,189.0,177.0,694.0,889.0,597.0,913.0,-97.0,24.0,99.92497185388645,-0.5132275132275133,0.13559322033898305,1
1771833219.4005368,11,1,OUT1,OUT1,1(OUT1),56.8961562969168,,9.531466955923133,35.17909305657992,119.0,88.0,1069.0,673.0,,,,,,,,0
1771833219.4005368,7,2,IN2,IN2,2(IN2),-1.0,,17.884298117738968,45.58014714449605,236.0,193.0,396.0,1019.0,,,,,,,,0
1771833219.4005368,0,2,OUT1,OUT1,2(OUT1),56.896156064823714,,0.0,67.72657833758113,160.0,111.0,1134.0,763.0,,,,,,,,0
1771833219.4470456,42,5,OUT1,OUT1,5(OUT1),-1.0,,0.0,79.84,85.0,62.0,1028.0,583.0,,,,,,,,0
1771833219.4470456,40,5,IN3,IN3,5(IN3),-1.0,,0.0,79.84,72.0,64.0,785.0,585.0,,,,,,,,0
1771833219.4470456,35,4,OUT1,OUT1,4(OUT1),41.01457038935151,,5.368175176940461,39.71006608699658,234.0,199.0,1264.0,962.0,,,,,,,,0
1771833219.4470456,32,3,IN3,IN3,3(IN3),87.88836399555478,36.08736877441407,35.967049032457844,45.98292240881674,103.0,85.0,761.0,645.0,710.0,634.0,-51.0,-11.0,52.172789842982326,-0.49514563106796117,-0.12941176470588237,1
1771833219.4470456,19,3,OUT1,OUT1,3(OUT1),46.257035296084105,,5.355429753579496,62.826170101081715,163.0,134.0,1149.0,846.0,,,,,,,,0
1771833219.4470456,13,1,IN2,IN2,1(IN2),46.257041862244364,30.364264297485352,30.26871461809528,46.968793728839344,190.0,177.0,695.0,892.0,692.0,928.0,-3.0,36.0,36.124783736376884,-0.015789473684210527,0.2033898305084746,1
1771833219.4470456,11,1,OUT1,OUT1,1(OUT1),56.896157209854955,,8.945682706299609,35.17909305657992,118.0,88.0,1069.0,672.0,,,,,,,,0
1771833219.4470456,7,2,IN2,IN2,2(IN2),-1.0,,17.884298117738968,45.58014714449605,238.0,193.0,394.0,1021.0,,,,,,,,0
1771833219.4470456,0,2,OUT1,OUT1,2(OUT1),56.896156064823714,,0.0,67.72657833758113,160.0,111.0,1134.0,763.0,,,,,,,,0
1771833219.4870553,42,5,OUT1,OUT1,5(OUT1),-1.0,,0.0,79.84,85.0,61.0,1028.0,583.0,,,,,,,,0
1771833219.4870553,40,5,IN3,IN3,5(IN3),86.96322238294292,36.246344375610356,30.915999614491188,79.25003882750389,71.0,65.0,784.0,586.0,,,,,,,,0
1771833219.4870553,35,4,OUT1,OUT1,4(OUT1),41.168760701548585,,5.368175176940461,39.71006608699658,233.0,198.0,1264.0,961.0,,,,,,,,0
1771833219.4870553,32,3,IN3,IN3,3(IN3),87.11741399178432,36.246344375610356,36.06825690507104,45.61119595735341,102.0,85.0,762.0,645.0,727.0,635.0,-35.0,-10.0,36.40054944640259,-0.3431372549019608,-0.11764705882352941,1
