Time,Global_ID,Local_ID,Lane_Path,Final_Lane,Unique_Key,Radar_Dist,Radar_Vel,Track_Vel,Score,BBox_W,BBox_H,Ref_U,Ref_V,Proj_U,Proj_V,Delta_U,Delta_V,Pixel_Error,RU,RV,Is_Matched
1771833213.7904856,22,1,IN3,IN3,1(IN3),57.12744229951818,34.25915451049805,34.25915451049805,29.787737531895658,121.0,91.0,768.0,701.0,737.0,716.0,-31.0,15.0,34.438350715445125,-0.256198347107438,0.16483516483516483,1
1771833213.7904856,21,2,IN3,IN3,2(IN3),45.79446796093384,31.159138870239257,31.159138870239257,36.64511991606466,187.0,204.0,749.0,899.0,712.0,885.0,-37.0,-14.0,39.56008088970496,-0.19786096256684493,-0.06862745098039216,1
1771833213.7904856,20,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,128.0,102.0,1261.0,703.0,,,,,,,,0
1771833213.7904856,13,1,IN2,IN2,1(IN2),63.14085862546924,24.16423044204712,27.336447911623402,71.66990484674143,110.0,99.0,608.0,668.0,582.0,681.0,-26.0,13.0,29.068883707497267,-0.23636363636363636,0.13131313131313133,1
1771833213.7904856,11,1,OUT1,OUT1,1(OUT1),57.82129433825172,,0.0,79.84,107.0,83.0,1064.0,668.0,,,,,,,,0
1771833213.7904856,10,1,OUT3,OUT3,1(OUT3),76.94086876720121,194.2676971435547,,0.0,140.0,95.0,1431.0,698.0,,,,,,,,0
1771833213.7904856,7,2,IN2,IN2,2(IN2),75.09059069093104,17.16932201385498,20.942752647399903,81.6158260375872,127.0,110.0,567.0,742.0,544.0,737.0,-23.0,-5.0,23.53720459187964,-0.18110236220472442,-0.045454545454545456,1
1771833213.7904856,3,3,IN2,IN2,3(IN2),-1.0,,18.282147789001467,16.159548974292214,244.0,237.0,390.0,1054.0,,,,,,,,0
1771833213.7904856,1,4,IN2,IN2,4(IN2),65.2224211659905,14.784693145751953,14.87000124626138,12.577466216807322,182.0,163.0,492.0,834.0,544.0,737.0,52.0,-97.0,110.05907504608605,0.2857142857142857,-0.5950920245398773,1
1771833213.7904856,0,2,OUT1,OUT1,2(OUT1),57.05034567535471,,0.0,69.97706883325334,164.0,138.0,1139.0,792.0,,,,,,,,0
1771833213.826588,23,2,OUT3,OUT3,2(OUT3),-1.0,,0.0,54.81809643511043,94.0,71.0,1371.0,616.0,,,,,,,,0
1771833213.826588,22,1,IN3,IN3,1(IN3),65.68499354447368,37.35917015075684,34.69238204956055,29.569220433191255,122.0,92.0,769.0,704.0,718.0,718.0,-51.0,14.0,52.88667128870941,-0.4180327868852459,0.15217391304347827,1
1771833213.826588,21,2,IN3,IN3,2(IN3),45.17770585966718,31.159138870239257,31.159138870239257,36.507262164043546,188.0,206.0,749.0,903.0,694.0,902.0,-55.0,-1.0,55.00909015790027,-0.2925531914893617,-0.0048543689320388345,1
1771833213.826588,20,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,127.0,101.0,1259.0,701.0,,,,,,,,0
1771833213.826588,13,1,IN2,IN2,1(IN2),65.68498897842932,37.35917015075684,27.769675450685902,70.70704354829209,110.0,100.0,607.0,670.0,,,,,,,,0
1771833213.826588,11,1,OUT1,OUT1,1(OUT1),-1.0,,0.0,79.84,106.0,83.0,1064.0,668.0,,,,,,,,0
1771833213.826588,10,1,OUT3,OUT3,1(OUT3),77.71182536630053,15.738545036315918,,0.0,138.0,95.0,1429.0,697.0,,,,,,,,0
1771833213.826588,7,2,IN2,IN2,2(IN2),64.75985205050922,14.625717544555664,20.509525108337403,81.36977757312529,129.0,110.0,566.0,742.0,545.0,754.0,-21.0,12.0,24.186773244895647,-0.16279069767441862,0.10909090909090909,1
1771833213.826588,3,3,IN2,IN2,3(IN2),51.65369201505329,18.282147789001467,18.282147789001467,15.624264545166763,247.0,239.0,388.0,1057.0,430.0,889.0,42.0,-168.0,173.17043627594174,0.1700404858299595,-0.702928870292887,1
1771833213.826588,1,4,IN2,IN2,4(IN2),64.91404219577512,14.625717544555664,14.789242368044901,13.099394231259033,184.0,164.0,491.0,836.0,430.0,889.0,-61.0,53.0,80.8084154033477,-0.33152173913043476,0.3231707317073171,1
1771833213.826588,0,2,OUT1,OUT1,2(OUT1),57.358726053368656,,0.0,69.97706883325334,164.0,138.0,1139.0,792.0,,,,,,,,0
1771833213.8753393,23,2,OUT3,OUT3,2(OUT3),76.47830157363698,31.477090072631835,26.619514444139263,55.418400013671416,92.0,70.0,1369.0,614.0,1355.0,653.0,-14.0,39.0,41.43669871020132,-0.15217391304347827,0.5571428571428572,1
1771833213.8753393,22,1,IN3,IN3,1(IN3),-1.0,,35.2773983001709,29.51008199232487,122.0,95.0,769.0,708.0,,,,,,,,0
1771833213.8753393,21,2,IN3,IN3,2(IN3),46.102847918739634,31.159138870239257,31.159138870239257,36.113226678500716,188.0,209.0,748.0,910.0,709.0,770.0,-39.0,-140.0,145.33065746772084,-0.2074468085106383,-0.6698564593301436,1
1771833213.8753393,20,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,126.0,101.0,1257.0,700.0,,,,,,,,0
