Time,Global_ID,Local_ID,Lane_Path,Final_Lane,Unique_Key,Radar_Dist,Radar_Vel,Track_Vel,Score,Reproj_Error_px
1771495704.3019369,146,21,IN2,IN2,21(IN2),47.490556864425805,43.877156066894536,43.729009275018946,27.827510064401842,
1771495704.3019369,86,5,OUT2,OUT2,5(OUT2),-1.0,,0.0,49.92205489565287,
1771495704.3690612,153,12,IN3,IN3,12(IN3),-1.0,,0.0,79.84,
1771495704.3690612,152,23,IN2,IN2,23(IN2),69.38556130492971,51.666939926147464,51.75354650316081,36.495200598330655,61.795021057128906
1771495704.3690612,151,11,OUT1,OUT1,11(OUT1),-1.0,,0.0,79.84,
1771495704.3690612,146,21,IN2,IN2,21(IN2),50.265979925059405,44.036131668090825,43.82972133473464,27.554682035869554,
1771495704.3690612,86,5,OUT2,OUT2,5(OUT2),-1.0,,0.0,49.92205489565287,
1771495704.4168844,153,12,IN3,IN3,12(IN3),-1.0,,0.0,79.84,
1771495704.4168844,152,23,IN2,IN2,23(IN2),68.92298228344534,51.666939926147464,51.724654363459166,35.87514927406077,
1771495704.4168844,151,11,OUT1,OUT1,11(OUT1),95.75206832678404,,0.0,79.84,
1771495704.4168844,146,21,IN2,IN2,21(IN2),45.486090703114975,44.036131668090825,43.89740773503211,27.219158407444528,49.741050720214844
1771495704.4168844,86,5,OUT2,OUT2,5(OUT2),-1.0,,0.0,49.92205489565287,
1771495704.4636283,153,12,IN3,IN3,12(IN3),-1.0,,0.0,79.84,
1771495704.4636283,152,23,IN2,IN2,23(IN2),68.92298228344534,51.666939926147464,51.70558103119461,35.27574586295102,61.232391357421875
1771495704.4636283,151,11,OUT1,OUT1,11(OUT1),95.75206832678404,,0.0,79.84,
1771495704.4636283,146,21,IN2,IN2,21(IN2),45.486090703114975,44.036131668090825,43.942898304194095,26.85962323036629,46.434173583984375
1771495704.4636283,86,5,OUT2,OUT2,5(OUT2),-1.0,,0.0,49.92205489565287,
1771495704.5108964,153,12,IN3,IN3,12(IN3),-1.0,,0.0,79.84,
1771495704.5108964,152,23,IN2,IN2,23(IN2),68.61460252482846,51.666939926147464,51.69286524260883,34.69597475434362,61.78643798828125
1771495704.5108964,151,11,OUT1,OUT1,11(OUT1),-1.0,,0.0,79.84,
1771495704.5108964,146,21,IN2,IN2,21(IN2),56.43358643725393,42.44637908935547,43.452157384761186,26.509410030729207,42.010032653808594
1771495704.5108964,86,5,OUT2,OUT2,5(OUT2),-1.0,,0.0,49.92205489565287,
