Time,Global_ID,Local_ID,Lane_Path,Final_Lane,Unique_Key,Radar_Dist,Radar_Vel,Track_Vel,Score
1771504452.1577125,5,1,OUT1,OUT1,1(OUT1),95.75206871657993,,0.0,93.75322340117106
1771504452.1577125,3,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84
1771504452.2066753,17,1,IN2,IN2,1(IN2),-1.0,,39.84607633893947,67.58412602814025
1771504452.2066753,15,1,IN3,IN3,1(IN3),61.05928823939465,51.1900131225586,50.876786430037185,38.89567030087271
1771504452.2066753,14,2,OUT1,OUT1,2(OUT1),47.64474946419215,25.27705707550049,25.2750004449215,41.31220142656081
1771504452.2066753,5,1,OUT1,OUT1,1(OUT1),95.75207071876623,,0.0,93.75322340117106
1771504452.2066753,3,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84
1771504452.2606726,17,1,IN2,IN2,1(IN2),-1.0,,39.84607633893947,67.58412602814025
1771504452.2606726,15,1,IN3,IN3,1(IN3),61.05928823939465,51.1900131225586,50.98342068316764,38.24816884718476
1771504452.2606726,14,2,OUT1,OUT1,2(OUT1),47.64474946419215,25.27705707550049,25.27567777787848,42.37971677890579
1771504452.2606726,5,1,OUT1,OUT1,1(OUT1),95.75207071876623,,0.0,93.75322340117106
1771504452.2606726,3,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84
1771504452.3206925,17,1,IN2,IN2,1(IN2),94.82692489442006,40.85662651062012,40.403449964118956,65.11550740261713
1771504452.3206925,15,1,IN3,IN3,1(IN3),59.05481858851207,51.348988723754886,51.10534783173822,37.63174367594822
1771504452.3206925,14,2,OUT1,OUT1,2(OUT1),-1.0,,25.27567777787848,42.294957345347974
1771504452.3206925,5,1,OUT1,OUT1,1(OUT1),96.06044674639692,,0.0,93.75322340117106
1771504452.3206925,3,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84
1771504452.3787773,17,1,IN2,IN2,1(IN2),94.13307375283402,41.015602111816406,40.657943561355054,62.91866014675343
1771504452.3787773,15,1,IN3,IN3,1(IN3),58.90062696487531,51.507964324951175,51.2383901927606,36.9535033755139
1771504452.3787773,14,2,OUT1,OUT1,2(OUT1),48.56988861247327,25.43603096008301,25.338808388500134,43.3919294404893
1771504452.3787773,5,1,OUT1,OUT1,1(OUT1),96.21463924454575,,0.0,93.75322340117106
1771504452.3787773,3,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84
1771504452.4288156,17,1,IN2,IN2,1(IN2),-1.0,,40.657943561355054,62.792822826459926
1771504452.4288156,15,1,IN3,IN3,1(IN3),57.97548502451186,51.507964324951175,51.327096032101416,36.21695932330561
1771504452.4288156,14,2,OUT1,OUT1,2(OUT1),49.032460588836464,25.43603096008301,25.373455982804778,44.13782266029672
1771504452.4288156,5,1,OUT1,OUT1,1(OUT1),-1.0,,0.0,93.75322340117106
1771504452.4288156,3,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84
1771504452.4825933,17,1,IN2,IN2,1(IN2),-1.0,,40.657943561355054,62.792822826459926
1771504452.4825933,15,1,IN3,IN3,1(IN3),57.667107843063256,51.507964324951175,51.386499512217554,35.42859215002737
1771504452.4825933,14,2,OUT1,OUT1,2(OUT1),49.263743333720875,25.43603096008301,25.394764769614383,44.97516538436104
1771504452.4825933,5,1,OUT1,OUT1,1(OUT1),96.36882671079688,,0.0,93.75322340117106
1771504452.4825933,3,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84
1771504452.538559,17,1,IN2,IN2,1(IN2),92.35989486033327,41.333553314208984,40.97716940626575,61.13388230004602
1771504452.538559,15,1,IN3,IN3,1(IN3),56.74196622783581,51.666939926147464,51.47852698807648,34.6737480979266
1771504452.538559,14,2,OUT1,OUT1,2(OUT1),49.03245685936611,25.43603096008301,25.40852992150051,45.8267237198538
1771504452.538559,5,1,OUT1,OUT1,1(OUT1),-1.0,,0.0,93.75322340117106
1771504452.538559,3,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84
1771504452.5910592,26,2,IN2,IN2,2(IN2),58.74643547669564,51.666939926147464,51.666939926147464,29.9861271940577
1771504452.5910592,17,1,IN2,IN2,1(IN2),91.89731807237132,41.333553314208984,41.11524775129078,59.75698352195248
1771504452.5910592,15,1,IN3,IN3,1(IN3),56.12520608920837,51.666939926147464,51.54033138039437,33.950332057656865
1771504452.5910592,14,2,OUT1,OUT1,2(OUT1),50.11178671746654,25.43603096008301,25.41761800079051,46.665985421838734
1771504452.5910592,5,1,OUT1,OUT1,1(OUT1),95.75207071876623,,0.0,93.75322340117106
1771504452.5910592,3,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84
1771504452.642125,26,2,IN2,IN2,2(IN2),-1.0,,51.666939926147464,29.926154939669587
1771504452.642125,17,1,IN2,IN2,1(IN2),91.28055662413459,41.333553314208984,41.19247826029815,58.481767267733126
1771504452.642125,15,1,IN3,IN3,1(IN3),55.2000668161981,51.666939926147464,51.58185503971302,33.2564199426481
1771504452.642125,14,2,OUT1,OUT1,2(OUT1),50.88274011787346,25.43603096008301,25.423677109175138,47.48260489845221
1771504452.642125,5,1,OUT1,OUT1,1(OUT1),96.21463695763032,,0.0,93.75322340117106
