Unique_Key,Local_ID,Lane_Path,Final_Lane,Count,Mean_Dist,Min_Dist,Max_Dist,Mean_Radar_Vel,Mean_Track_Vel,Mean_Score
1(IN1),1,IN1,IN1,121,48.584552870592326,-1.0,100.84034141968023,36.432189358456036,34.91835063729155,46.05319383015233
1(IN2),1,IN2,IN2,100,56.75254739257921,-1.0,101.30291103958496,44.76529634857178,43.013186236262,46.03721104891179
1(IN3),1,IN3,IN3,46,51.92884351944728,-1.0,81.87495382621671,49.69962132453919,49.83290314981253,40.663126704248214
1(OUT1),1,OUT1,OUT1,582,63.6591383103532,-1.0,96.67720893679007,101.95079469680786,9.789892976760186,70.25952942807089
1(OUT2),1,OUT2,OUT2,585,0.6612538317652947,-1.0,96.67720192402062,24.618445096697126,1.1839719447967803,79.68332631584478
1(OUT3),1,OUT3,OUT3,87,63.386678493554065,-1.0,97.29396521638358,45.15007611932889,39.86553777534768,70.68915770104901
10(IN2),10,IN2,IN2,132,63.59502053199652,-1.0,103.15318974337657,40.015203109947414,35.93637905646664,43.69526361641297
11(IN2),11,IN2,IN2,121,33.86373616162379,-1.0,99.91520032273651,38.00603656768799,33.31307453156857,46.76362254744497
12(IN2),12,IN2,IN2,114,60.44242072993248,-1.0,102.84480878369129,39.56799171672148,32.205479580126905,54.509550255890005
13(IN2),13,IN2,IN2,76,68.0672942357867,-1.0,103.1531880678483,43.188262395858764,40.21620758593796,39.61262703772291
14(IN2),14,IN2,IN2,22,17.327191407059026,-1.0,103.15318663831182,42.68483991622925,15.556085295647723,78.4231949987871
2(IN1),2,IN1,IN1,78,60.15722497362985,-1.0,99.45263156120124,52.88093208659779,51.812399397080064,51.105017025975975
2(IN2),2,IN2,IN2,114,41.86895016676252,-1.0,103.15318770562335,45.614018243818144,43.60381370792183,46.312494879594325
2(IN3),2,IN3,IN3,140,53.68084485378967,-1.0,103.1531908117854,44.074669335105206,32.25208246280476,52.87598804586696
2(OUT1),2,OUT1,OUT1,607,75.37670066566778,-1.0,95.7520643171729,18.80933761175941,5.034689599795554,66.2202858289626
2(OUT2),2,OUT2,OUT2,60,61.071150625316896,-1.0,97.4481565584494,46.50330291894766,46.2435379217396,68.24049411770304
2(OUT2->OUT3),2,OUT2->OUT3,OUT3,46,51.91951645079347,-1.0,103.15318897934601,37.60717318725586,35.59222215499666,60.43825641036457
2(OUT3),2,OUT3,OUT3,28,47.79925775239425,-1.0,72.31517109660274,41.61175718307495,41.632769567899494,70.86431095397403
3(IN2),3,IN2,IN2,135,45.24825487262866,-1.0,103.15318771256092,43.05028980069044,38.8860509297416,56.563271917609896
3(IN3),3,IN3,IN3,109,54.89993583538322,-1.0,90.66379623421267,43.32813597612603,42.39879786795883,45.396309385824026
3(OUT1),3,OUT1,OUT1,2,80.37159985386518,80.02467104004509,80.71852866768526,14.546230602264405,14.586020581177596,78.18352990143657
3(OUT2),3,OUT2,OUT2,132,55.68640286724156,-1.0,95.28949155029262,31.27910663286845,28.621619011417522,72.80510482691761
4(IN2),4,IN2,IN2,138,57.659803168082114,-1.0,103.1531872942388,38.58148090434525,32.523936563113175,53.148577786510074
4(IN3),4,IN3,IN3,64,65.35138555510245,-1.0,84.18780714205205,43.89510340229158,43.86452710939046,23.469596482720767
4(OUT1),4,OUT1,OUT1,106,51.36819524284116,-1.0,95.75206390531798,30.335358589345763,26.215769068313374,68.80761951716234
5(IN2),5,IN2,IN2,93,46.78496506627574,-1.0,87.42579343302059,40.00710235834122,35.84725259712269,45.96534178284335
5(IN3),5,IN3,IN3,114,54.581206264786374,-1.0,101.45710052274576,44.173078750702274,43.10296383430249,22.983612558184475
5(OUT1),5,OUT1,OUT1,74,56.02432921542316,-1.0,86.80903684632274,26.055567421632656,26.23290431399464,55.803778020537926
6(IN2),6,IN2,IN2,113,43.557534016403324,-1.0,93.67050373920478,38.851003597093666,35.0729435643177,48.167154950338535
6(IN3),6,IN3,IN3,111,58.43010407427871,-1.0,103.15318945961144,43.8875228094018,41.07758609613156,44.73501901135729
6(OUT1),6,OUT1,OUT1,40,51.3761487526555,42.24808974952811,75.0905880088049,26.389882979393008,26.824623918710394,85.97842706942748
7(IN2),7,IN2,IN2,154,54.62444897782861,-1.0,103.1531875634264,34.23218632425581,32.153373926063004,46.81631704516143
7(IN3),7,IN3,IN3,97,8.930611093322709,-1.0,79.09953486786975,52.85395431518555,40.006750142685746,62.47888173190196
8(IN2),8,IN2,IN2,140,67.33660656921661,-1.0,101.30290924203533,33.693107362227,32.16584667811544,37.8242125399209
8(IN3),8,IN3,IN3,130,61.2375953675018,-1.0,103.15318689617573,38.18599161165897,35.02895212857074,44.90496444752093
9(IN2),9,IN2,IN2,149,58.533651371108256,-1.0,100.99452456348526,33.902430473885886,31.615511055303976,16.449599594483956
9(IN3),9,IN3,IN3,119,53.103493330440145,-1.0,103.15318881015718,44.418553867340094,37.885128848786806,50.620283761974704
