Dist_Bin_m,Count,Radar_Vel_Mean,Radar_Vel_Std,Track_Vel_Mean,Track_Vel_Std,Score_Mean
-10.0,0,,,18.492194042644343,18.76324438020472,62.38169730627532
30.0,17,33.89912355086383,10.085928476549343,37.39854624981517,8.994746806966976,29.458640621610908
40.0,320,33.6875898617506,13.427984760942888,33.69386175521851,9.245078243157339,44.76471676598072
50.0,509,35.692430709059444,14.613672376289994,35.10666560596988,10.215683978427085,49.499026775644644
60.0,536,36.868009502051486,21.555866763453267,34.159341617112375,12.133940189067538,49.28704382460316
70.0,526,38.97491592118949,24.324791070532896,33.756719534485605,13.476344605207066,50.31864551616962
80.0,415,37.90983878848064,11.851158418899832,18.81828805661189,19.806613369212805,59.75569690092975
90.0,345,38.86482811720475,22.042204490866073,20.041816720664134,19.073097607524044,63.71251974152887
100.0,93,37.290795297007406,5.807132998763935,17.07945011632568,17.5392455407335,64.12355030432205
