Time,Global_ID,Local_ID,Lane_Path,Final_Lane,Unique_Key,Radar_Dist,Radar_Vel,Track_Vel,Score,Reproj_Error_px
1771497937.9614818,16,3,OUT1,OUT1,3(OUT1),52.73301800717846,25.43603096008301,25.435137989483152,70.06779024463894,
1771497937.9614818,13,2,IN2,IN2,2(IN2),-1.0,,42.331918422923685,72.6256119645035,
1771497937.9614818,3,2,OUT1,OUT1,2(OUT1),-1.0,,0.0,66.93721183045798,
1771497937.9614818,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.0226586,21,1,IN2,IN2,1(IN2),-1.0,,41.354064701866925,58.59720923863214,
1771497938.0226586,18,1,IN3,IN3,1(IN3),51.19112000972592,51.507964324951175,51.510915743303464,57.2236253547501,11.181915283203125
1771497938.0226586,16,3,OUT1,OUT1,3(OUT1),52.270446845503464,25.43603096008301,25.435430814602963,70.03403042045294,
1771497938.0226586,13,2,IN2,IN2,2(IN2),-1.0,,42.331918422923685,72.6256119645035,
1771497938.0226586,3,2,OUT1,OUT1,2(OUT1),95.75207071876623,,0.0,66.93721183045798,
1771497938.0226586,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.07695,21,1,IN2,IN2,1(IN2),86.50065755611517,41.65150108337402,41.50056881734536,57.28365933200605,
1771497938.07695,18,1,IN3,IN3,1(IN3),49.64921988293586,51.348988723754886,51.457816382246506,56.02981527342082,
1771497938.07695,16,3,OUT1,OUT1,3(OUT1),53.04140155852707,25.27705707550049,25.383496586216523,69.88959230952175,9.231783866882324
1771497938.07695,13,2,IN2,IN2,2(IN2),-1.0,,42.331918422923685,72.6256119645035,
1771497938.07695,3,2,OUT1,OUT1,2(OUT1),95.75207071876623,,0.0,66.93721183045798,
1771497938.07695,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.1341212,21,1,IN2,IN2,1(IN2),86.34646978848816,41.65150108337402,41.560168472924964,56.059114956819464,
1771497938.1341212,18,1,IN3,IN3,1(IN3),48.41570044186752,51.348988723754886,51.42212944657705,54.88469071889322,
1771497938.1341212,16,3,OUT1,OUT1,3(OUT1),53.34978049246339,25.27705707550049,25.34859275608299,69.80326288037566,9.231783866882324
1771497938.1341212,13,2,IN2,IN2,2(IN2),86.1922783309185,41.65150108337402,41.90754575095327,69.60579618085364,
1771497938.1341212,3,2,OUT1,OUT1,2(OUT1),-1.0,,0.0,66.93721183045798,
1771497938.1341212,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.189224,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497938.189224,21,1,IN2,IN2,1(IN2),85.11294794437697,41.65150108337402,41.59276163317089,55.11877682105405,
1771497938.189224,18,1,IN3,IN3,1(IN3),48.26150852057932,51.1900131225586,51.346013499243924,53.785330853131946,9.810113906860352
1771497938.189224,16,3,OUT1,OUT1,3(OUT1),54.12073155932402,25.27705707550049,25.32513465807743,69.68244682460032,8.938220977783203
1771497938.189224,13,2,IN2,IN2,2(IN2),-1.0,,41.90754575095327,69.46658458849194,
1771497938.189224,3,2,OUT1,OUT1,2(OUT1),-1.0,,0.0,66.93721183045798,
1771497938.189224,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.2389705,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497938.2389705,21,1,IN2,IN2,1(IN2),85.11294017630405,41.81047668457031,41.66694680743775,54.272424519774184,
1771497938.2389705,18,1,IN3,IN3,1(IN3),47.027987961626444,51.348988723754886,51.346989139510185,52.72904390133773,13.123758316040039
1771497938.2389705,16,3,OUT1,OUT1,3(OUT1),54.42911221639,25.27705707550049,25.309368980337577,69.37177397901026,8.802528381347656
1771497938.2389705,13,2,IN2,IN2,2(IN2),-1.0,,41.90754575095327,69.46658458849194,
1771497938.2389705,3,2,OUT1,OUT1,2(OUT1),95.752071290446,,0.0,66.93721183045798,
1771497938.2389705,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.2918327,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497938.2918327,21,1,IN2,IN2,1(IN2),96.83139704338753,39.90277633666992,41.0783066443925,53.40291978585173,
1771497938.2918327,18,1,IN3,IN3,1(IN3),46.71961029803964,51.1900131225586,51.29551331897715,51.713345128729344,9.520792007446289
1771497938.2918327,16,3,OUT1,OUT1,3(OUT1),54.58330361403468,25.1180814743042,25.246641679493504,69.10311654192563,9.086974143981934
1771497938.2918327,13,2,IN2,IN2,2(IN2),103.15318770562335,39.90277633666992,40.85575180282742,66.70394583139704,
1771497938.2918327,3,2,OUT1,OUT1,2(OUT1),95.7520724240216,,0.0,66.93721183045798,
1771497938.2918327,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.3587542,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497938.3587542,21,1,IN2,IN2,1(IN2),96.52301203945846,40.06174850463867,40.74232870522957,52.48447030136657,5.088515758514404
1771497938.3587542,18,1,IN3,IN3,1(IN3),46.10284852998716,51.1900131225586,51.26091752987225,50.735937310287575,10.270873069763184
1771497938.3587542,16,3,OUT1,OUT1,3(OUT1),55.04587737225778,25.1180814743042,25.20448401532778,68.88353640425211,
1771497938.3587542,13,2,IN2,IN2,2(IN2),102.69061584514289,40.06174850463867,40.533066140586435,64.03424419173405,
1771497938.3587542,3,2,OUT1,OUT1,2(OUT1),-1.0,,0.0,66.93721183045798,
1771497938.3587542,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.4071507,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497938.4071507,21,1,IN2,IN2,1(IN2),82.80009682721439,42.12842788696289,41.19847540516872,51.60911486596489,5.088515758514404
1771497938.4071507,18,1,IN3,IN3,1(IN3),45.79446829968692,51.1900131225586,51.23766644593789,49.79469337032909,10.270873069763184
1771497938.4071507,16,3,OUT1,OUT1,3(OUT1),54.81459133874806,25.1180814743042,25.176150758893986,68.6952516484276,
1771497938.4071507,13,2,IN2,IN2,2(IN2),82.800096026777,42.12842788696289,41.10994074767224,61.98427384287186,
1771497938.4071507,3,2,OUT1,OUT1,2(OUT1),95.98335325999798,,0.0,66.93721183045798,
1771497938.4071507,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.463773,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497938.463773,21,1,IN2,IN2,1(IN2),81.87495548674893,42.28740348815918,41.55613099829748,50.67345474330949,7.229560852050781
1771497938.463773,18,1,IN3,IN3,1(IN3),42.556475349850345,51.03103752136231,51.16990836642513,48.88764091577481,11.576865196228027
1771497938.463773,16,3,OUT1,OUT1,3(OUT1),56.74196678131028,24.959105873107912,25.104977060781238,68.55042142684117,3.841603994369507
1771497938.463773,13,2,IN2,IN2,2(IN2),101.30290761032501,40.37969970703125,40.859617890189774,59.99109344146258,
1771497938.463773,3,2,OUT1,OUT1,2(OUT1),96.67720829504842,,0.0,66.93721183045798,
1771497938.463773,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.5192735,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497938.5192735,21,1,IN2,IN2,1(IN2),81.7207658603153,42.28740348815918,41.79610464085063,49.80630188335454,
1771497938.5192735,18,1,IN3,IN3,1(IN3),81.87495382621671,42.28740348815918,50.5039022781683,48.01294842642179,12.325976371765137
1771497938.5192735,16,3,OUT1,OUT1,3(OUT1),56.433585855815984,24.959105873107912,25.05714275309859,68.47607708361751,6.453128337860107
1771497938.5192735,13,2,IN2,IN2,2(IN2),81.41238480529631,42.28740348815918,41.3373166472036,58.70951061506341,
1771497938.5192735,3,2,OUT1,OUT1,2(OUT1),96.67720302876123,,0.0,66.93721183045798,2.516084671020508
1771497938.5192735,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.5699768,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497938.5699768,21,1,IN2,IN2,1(IN2),99.91520800403022,40.53867530822754,41.3836316200684,48.89176396219905,7.373857021331787
1771497938.5699768,18,1,IN3,IN3,1(IN3),-1.0,,49.89546283267269,47.91692252956894,9.053500175476074
1771497938.5699768,16,3,OUT1,OUT1,3(OUT1),57.050349192650835,24.959105873107912,25.024994346336598,68.46936767060849,
1771497938.5699768,13,2,IN2,IN2,2(IN2),99.91520101325172,40.53867530822754,41.07303612356037,57.54837708755598,5.231123447418213
1771497938.5699768,3,2,OUT1,OUT1,2(OUT1),95.90625609086597,,0.0,66.93721183045798,1.8976569175720215
1771497938.5699768,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.630699,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497938.630699,21,1,IN2,IN2,1(IN2),92.97664421685427,40.69765090942383,41.15865053246942,47.92083078793803,7.572594165802002
1771497938.630699,18,1,IN3,IN3,1(IN3),80.02467923589928,42.605354690551756,49.166797480805016,47.16882021949695,8.449180603027344
1771497938.630699,16,3,OUT1,OUT1,3(OUT1),57.204536706879814,24.959105873107912,25.003388095328276,68.48776213814857,7.899936199188232
1771497938.630699,13,2,IN2,IN2,2(IN2),99.4526254346642,40.69765090942383,40.94943307357724,56.54083913662156,
1771497938.630699,3,2,OUT1,OUT1,2(OUT1),95.5207827093684,,0.0,66.93721183045798,
1771497938.630699,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.684943,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497938.684943,21,1,IN2,IN2,1(IN2),79.0995365178328,42.76432685852051,41.68522154349301,47.07454316696539,
1771497938.684943,18,1,IN3,IN3,1(IN3),-1.0,,48.51586898349056,47.07448257905796,
1771497938.684943,16,3,OUT1,OUT1,3(OUT1),57.050347761887515,24.959105873107912,24.98886699988647,68.51485976585869,5.761838436126709
1771497938.684943,13,2,IN2,IN2,2(IN2),-1.0,,40.94943307357724,56.42775745834831,5.241532802581787
1771497938.684943,3,2,OUT1,OUT1,2(OUT1),95.75206422676487,,0.0,66.93721183045798,2.516084671020508
1771497938.684943,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.7647338,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497938.7647338,21,1,IN2,IN2,1(IN2),77.866010534454,42.9233024597168,42.09122720302362,46.14974134143643,
1771497938.7647338,18,1,IN3,IN3,1(IN3),77.94310489367845,42.9233024597168,47.55837901614437,46.35367865381039,
1771497938.7647338,16,3,OUT1,OUT1,3(OUT1),57.82129643113142,24.800130271911623,24.92697615740887,68.47050538097318,
1771497938.7647338,13,2,IN2,IN2,2(IN2),77.71181803658932,42.9233024597168,41.72648840744104,55.570242839556286,
1771497938.7647338,3,2,OUT1,OUT1,2(OUT1),-1.0,,0.0,66.93721183045798,
1771497938.7647338,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.8140013,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497938.8140013,21,1,IN2,IN2,1(IN2),77.71182415948533,43.08227806091309,42.416218570362034,45.237121197497345,
1771497938.8140013,18,1,IN3,IN3,1(IN3),78.17439082085397,43.08227806091309,46.96716865084896,45.56614241483259,9.30777359008789
1771497938.8140013,16,3,OUT1,OUT1,3(OUT1),-1.0,,24.92697615740887,68.33356437021123,
1771497938.8140013,13,2,IN2,IN2,2(IN2),-1.0,,41.72648840744104,55.45910235387717,
1771497938.8140013,3,2,OUT1,OUT1,2(OUT1),95.75206901618272,,0.0,66.93721183045798,
1771497938.8140013,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.8752866,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497938.8752866,21,1,IN2,IN2,1(IN2),83.57104931562255,43.24125366210938,42.68676702871536,44.32545505145732,
1771497938.8752866,18,1,IN3,IN3,1(IN3),77.01796806258861,43.24125366210938,46.23174556277523,44.80483106040085,
1771497938.8752866,16,3,OUT1,OUT1,3(OUT1),59.05481554725687,24.6411563873291,24.81459896907799,68.45446992957096,
1771497938.8752866,13,2,IN2,IN2,2(IN2),96.67720064395729,41.333553314208984,41.562847659590304,54.48021171083217,
1771497938.8752866,3,2,OUT1,OUT1,2(OUT1),-1.0,,0.0,66.93721183045798,2.571140766143799
1771497938.8752866,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497938.928862,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497938.928862,21,1,IN2,IN2,1(IN2),76.63249239594491,43.24125366210938,42.86859565601106,43.4003577811353,8.214522361755371
1771497938.928862,18,1,IN3,IN3,1(IN3),-1.0,,45.58883937381039,44.71522139828005,9.471394538879395
1771497938.928862,16,3,OUT1,OUT1,3(OUT1),58.74643809016866,24.6411563873291,24.752826084342715,68.41754386547308,
1771497938.928862,13,2,IN2,IN2,2(IN2),82.95428574866945,43.24125366210938,42.1765842667766,53.50151244571928,6.266310214996338
1771497938.928862,3,2,OUT1,OUT1,2(OUT1),95.75207053146762,,0.0,66.93721183045798,
1771497938.928862,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497939.0078135,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497939.0078135,21,1,IN2,IN2,1(IN2),76.16991916235219,43.40022926330567,43.042929997087604,42.513002394948,8.294632911682129
1771497939.0078135,18,1,IN3,IN3,1(IN3),-1.0,,44.641423068268395,44.71522139828005,
1771497939.0078135,16,3,OUT1,OUT1,3(OUT1),59.20901027728863,24.482180786132812,24.660688157258704,68.39985087053431,
1771497939.0078135,13,2,IN2,IN2,2(IN2),86.03808977912364,42.525865173339845,42.29692854827698,52.6450958604851,
1771497939.0078135,3,2,OUT1,OUT1,2(OUT1),95.75207053146762,,0.0,66.93721183045798,
1771497939.0078135,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497939.063449,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497939.063449,21,1,IN2,IN2,1(IN2),75.09059403305804,43.71818046569825,43.264359310318746,41.66112373210165,
1771497939.063449,18,1,IN3,IN3,1(IN3),74.4738317792182,43.71818046569825,43.9737976410223,44.06828130484729,
1771497939.063449,16,3,OUT1,OUT1,3(OUT1),60.28833804495343,24.323205184936523,24.548128165031,68.45243390026359,
1771497939.063449,13,2,IN2,IN2,2(IN2),94.36435860891021,41.81047668457031,42.13379746803096,51.880297938249214,
1771497939.063449,3,2,OUT1,OUT1,2(OUT1),95.75207053146762,,0.0,66.93721183045798,
1771497939.063449,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497939.1248922,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497939.1248922,21,1,IN2,IN2,1(IN2),87.27161510260656,41.9694522857666,42.839731268710146,40.84263434165923,6.570286750793457
1771497939.1248922,18,1,IN3,IN3,1(IN3),-1.0,,43.777407287834805,43.98014474223759,9.948208808898926
1771497939.1248922,16,3,OUT1,OUT1,3(OUT1),60.59671889325983,24.323205184936523,24.473803628917025,68.5633467953379,
1771497939.1248922,13,2,IN2,IN2,2(IN2),93.74759621082323,41.9694522857666,42.07935652693686,51.11880549454089,6.497524738311768
1771497939.1248922,3,2,OUT1,OUT1,2(OUT1),95.75207053146762,,0.0,66.93721183045798,
1771497939.1248922,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497939.1744041,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497939.1744041,21,1,IN2,IN2,1(IN2),86.80904044158054,41.9694522857666,42.55434799305744,40.055607390327225,6.570286750793457
1771497939.1744041,16,3,OUT1,OUT1,3(OUT1),60.75090584316604,24.164229583740234,24.371935451889257,68.72886851468138,
1771497939.1744041,13,2,IN2,IN2,2(IN2),93.13083495842648,41.9694522857666,42.04315121210667,50.357406258822614,6.456137657165527
1771497939.1744041,3,2,OUT1,OUT1,2(OUT1),95.75207053146762,,0.0,66.93721183045798,
1771497939.1744041,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497939.2228305,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497939.2228305,21,1,IN2,IN2,1(IN2),86.34647419936523,41.9694522857666,42.36254806963623,39.298261505735105,6.647013187408447
1771497939.2228305,16,3,OUT1,OUT1,3(OUT1),61.05928855378462,24.005255699157715,24.251504982717613,68.80066787239254,
1771497939.2228305,13,2,IN2,IN2,2(IN2),92.82245635561621,41.9694522857666,42.018933714326806,49.60495685749337,
1771497939.2228305,3,2,OUT1,OUT1,2(OUT1),-1.0,,0.0,66.93721183045798,
1771497939.2228305,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497939.2801452,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497939.2801452,21,1,IN2,IN2,1(IN2),91.74312811802201,42.12842788696289,42.28577501204155,38.56894730424344,6.857859134674072
1771497939.2801452,16,3,OUT1,OUT1,3(OUT1),61.21348056425244,24.005255699157715,24.17069744266145,68.87423253710554,
1771497939.2801452,13,2,IN2,IN2,2(IN2),91.74312223141003,42.12842788696289,42.05487277335867,48.8087367769253,
1771497939.2801452,3,2,OUT1,OUT1,2(OUT1),95.752071290446,,0.0,66.93721183045798,
1771497939.2801452,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497939.3345642,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497939.3345642,21,1,IN2,IN2,1(IN2),91.43474794077605,42.12842788696289,42.23417749660356,37.86613538883006,6.857859134674072
1771497939.3345642,16,3,OUT1,OUT1,3(OUT1),61.9844302426113,23.846280097961426,24.064280032873015,68.90016166611619,
1771497939.3345642,13,2,IN2,IN2,2(IN2),91.43474358438466,42.12842788696289,42.07900326182809,47.95976641549798,
1771497939.3345642,3,2,OUT1,OUT1,2(OUT1),95.75207053146762,,0.0,66.93721183045798,
1771497939.3345642,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497939.4099772,23,2,IN3,IN3,2(IN3),-1.0,,0.0,79.84,
1771497939.4099772,21,1,IN2,IN2,1(IN2),71.23584547476389,44.51305503845215,42.98147058124887,37.18840563324737,7.24786901473999
1771497939.4099772,16,3,OUT1,OUT1,3(OUT1),62.13861828350456,23.846280097961426,23.99278284464135,69.01440610993643,
1771497939.4099772,13,2,IN2,IN2,2(IN2),-1.0,,42.07900326182809,47.863846882666984,6.199020862579346
1771497939.4099772,3,2,OUT1,OUT1,2(OUT1),95.59787729967063,,0.0,66.93721183045798,
1771497939.4099772,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497939.519604,23,2,IN3,IN3,2(IN3),102.69061913620278,35.133518600463866,31.504022877275446,79.85968567973737,
1771497939.519604,21,1,IN2,IN2,1(IN2),68.92298612412306,44.83100624084473,43.58797320334839,36.53443759444768,9.828540802001953
1771497939.519604,16,3,OUT1,OUT1,3(OUT1),62.90957046983832,23.528328895568848,23.84046845996466,69.014810145793,5.993596076965332
1771497939.519604,13,2,IN2,IN2,2(IN2),-1.0,,42.07900326182809,47.863846882666984,
1771497939.519604,3,2,OUT1,OUT1,2(OUT1),95.752071290446,,0.0,66.93721183045798,
1771497939.519604,2,1,OUT2,OUT2,1(OUT2),-1.0,,0.0,79.84,
1771497939.6127756,23,2,IN3,IN3,2(IN3),102.53642793645865,35.292494201660155,32.62208203560064,79.68522716467302,
1771497939.6127756,21,1,IN2,IN2,1(IN2),81.87495358267871,42.28740348815918,43.1614883516219,35.90300191707265,
