Unique_Key,Local_ID,Lane_Path,Final_Lane,Count,Mean_Dist,Min_Dist,Max_Dist,Mean_Radar_Vel,Mean_Track_Vel,Mean_Score
5(OUT1),5,OUT1,OUT1,135,59.133220057560294,-1.0,103.15319764155478,21.2153190702495,15.380966277176775,30.283287359449826
6(IN2),6,IN2,IN2,72,57.288521626435895,-1.0,96.21463146352599,39.93763753991378,35.81329256953243,47.448957404525466
6(IN3),6,IN3,IN3,73,55.84685473324508,-1.0,94.8269185397126,41.008375479958275,41.55050729463593,42.800962629246165
6(OUT1),6,OUT1,OUT1,79,41.86206673069987,-1.0,92.51407114211453,16.955698643624782,15.976839773413179,35.829860734008335
7(IN2),7,IN2,IN2,101,65.39373747765066,-1.0,103.15318808482493,34.08816454909569,32.93526333630616,33.8574434496123
7(IN3),7,IN3,IN3,78,62.13096947494971,-1.0,96.52301721854205,43.61469595927113,43.52715354846196,53.07529461487247
8(IN2),8,IN2,IN2,124,66.9510238196477,-1.0,102.99899601024265,32.615017047681306,33.01672542655364,29.57792246805723
8(IN3),8,IN3,IN3,62,29.10972905816805,-1.0,88.35093585198955,43.37373352050781,4.0327879509701265,17.722812215044417
9(IN2),9,IN2,IN2,128,53.29670128503003,-1.0,102.45933102092634,35.03132056022177,33.13990694170039,19.85753549388325
9(IN3),9,IN3,IN3,101,61.35347530706453,-1.0,103.15318732498599,37.78508336935471,34.46841033609346,50.218406131637906
